year,month,47N,46N,45N,44N,43N,42N,41N,40N,39N,38N,37N,36N,35N,34N,33N,32N,31N
1988,1,-4.75,0.46,-0.442,-0.892,-1.134,-2.474,-1.992,1.934,2.16,0.388,1.517,4.947,3.136,1.411,0.614,0.892,0.304
1988,2,0.225,1.068,3.258,1.393,6.438,9.469,6.864,10.786,9.58,5.043,3.261,5.663,1.358,0.828,0.596,0.453,0.047
1988,3,0.658,-0.248,0.762,-1.72,8.93,10.103,12.638,19.528,25.179,12.766,16.402,11.624,9.998,3.321,0.579,0.633,0.882
1988,4,-1.255,-0.327,0.902,-1.43,4.704,8.97,3.655,6.143,10.962,-1.628,4.471,3.317,4.503,1.346,0.17,0.189,0.635
1988,5,-0.214,0.056,0.068,-0.935,2.39,4.624,4.003,12.773,19.798,11.123,15.532,13.531,15.041,5.891,0.735,0.754,1.636
1988,6,-0.032,0.064,0.297,0.205,1.772,3.485,2.795,15.438,21.401,12.927,7.499,7.077,7.471,2.674,0.288,0.498,0.716
1988,7,0.148,0.194,1.198,2.415,7.898,11.389,13.395,19.659,19.794,8.419,6.772,5.581,4.551,0.59,0.03,0.109,0.412
1988,8,0.296,0.357,1.712,4.152,11.36,15.536,12.079,12.384,9.025,3.564,1.383,0.966,0.817,0.189,0.008,0.162,0.406
1988,9,0.267,0.166,1.252,3.104,8.735,12.232,10.194,12.995,12.575,5.62,3.784,1.794,1.055,0.122,0.003,0.038,0.22
1988,10,0,0.006,0.462,0.193,1.75,3.711,0.759,6.469,4.547,1.516,2.239,1.836,1.125,0.2,0.01,0.075,0.235
1988,11,-0.36,-0.106,-0.401,-0.455,-0.389,-1.174,-2.123,2.735,3.881,2.4,2.076,3.12,3.513,1.434,0.207,0.162,1.042
1988,12,-0.354,0.034,1.051,-0.299,4.742,7.533,9.39,12.142,12.411,4.895,6.105,3.97,3.953,1.945,0.912,0.332,1.567
1989,1,-1.331,1.413,0.949,-1.237,6.098,8.986,9.833,17.221,13.414,8.685,11.054,8.464,9.226,3.608,1.434,1.002,-0.612
1989,2,0.526,0.106,-1.359,-0.572,10.074,5.716,5.177,6.798,19.26,4.862,9.825,3.738,5.184,2.001,1.679,1.026,1.809
1989,3,-11.73,-4.104,-10.264,-7.357,-4.342,-12.393,-9.235,-7.69,-0.148,0.437,-0.241,7.624,7.144,4.084,2.018,1.294,4.221
1989,4,0.051,2.016,2.079,0.969,5.733,6.1,4.993,6.696,9.998,3.116,5.467,5.628,6.074,2.347,0.286,0.573,1.638
1989,5,0.211,0.414,1.16,0.964,5.387,9.801,11.323,20.19,25.379,12.904,11.795,14.046,17.339,5.333,0.328,0.484,2.164
1989,6,0.122,0.095,0.739,1.125,7.128,10.909,9.892,18.387,18.102,7.534,4.826,6.749,9.803,2.153,0.163,0.367,1.16
1989,7,0.001,0.007,0.125,0.298,2.648,5.899,8.73,17.567,24.146,9.442,13.079,12.136,8.89,1.042,0.04,0.119,0.291
1989,8,0.316,0.3,0.726,2.317,3.22,6.915,10.09,13.921,11.219,6.948,3.29,3.854,2.935,0.261,0.009,0.069,0.3
1989,9,0.138,0.252,1.485,2.273,4.151,6.286,5.946,6.407,3.538,1.104,0.77,0.795,1.096,0.262,0.005,0.095,0.407
1989,10,-0.072,0.209,0.31,0.14,1.947,1.144,1.552,3.706,4.236,1.12,0.98,1.065,0.729,0.142,0.015,0.096,0.305
1989,11,-0.354,0.218,0.222,0.152,2.376,1.117,3.247,4.773,3.162,2.129,0.93,0.963,0.423,0.079,0.008,0.042,0.157
1989,12,-1.687,-0.26,1.228,1.214,4.603,4.392,3.323,5.233,4.571,1.324,1.216,0.883,0.665,0.152,0.093,0.079,0.183
1990,1,-4.004,-0.821,-4.569,-4.653,-2.039,0.307,0.188,7.219,8.789,4.693,4.775,3.568,3.179,0.833,0.444,0.402,0.199
1990,2,-1.976,2.073,-1.89,-1.88,3.244,7.207,5.957,16.226,16.87,9.436,7.849,5.526,8.57,4.277,1.925,0.862,0.222
1990,3,-1.981,1.928,1.17,0.777,6.659,8.766,4.867,12.253,21.018,8.504,7.087,10.714,9.985,2.907,1.588,0.841,0.922
1990,4,1.358,1.71,3.576,1.474,8.348,9.842,6.246,18.157,21.164,10.139,8.921,8.017,6.966,1.728,0.35,0.285,0.467
1990,5,0.836,1.202,2.684,2.385,12.108,16.385,17.467,25.223,28.566,11.239,7.013,4.836,6.062,1.993,0.197,0.239,0.777
1990,6,-0.247,0.002,0.115,-0.002,1.049,3.124,4.249,8.48,13.908,9.053,6.929,7.186,7.416,1.878,0.063,0.154,0.475
1990,7,0.165,0.124,0.828,2.468,3.627,4.092,5.886,8.687,5.738,2.533,1.263,0.943,0.85,0.197,0.009,0.119,0.251
1990,8,0.095,0.163,1.119,1.635,3.207,4.287,5.347,4.408,3.273,1.315,0.583,0.536,0.347,0.046,0.005,0.094,0.24
1990,9,0.001,0.075,0.161,0.175,0.427,0.563,0.396,0.915,1.901,0.805,0.606,0.485,0.466,0.095,0.005,0.069,0.198
1990,10,-0.187,-0.013,0.015,0.036,1.086,2.32,1.678,7.185,7.678,3.934,2.197,0.555,0.126,0.024,0.002,0.053,0.282
1990,11,-0.204,-0.195,-0.011,0.01,0.851,3.218,3.232,7.069,10.493,7.424,4.664,1.838,1.035,0.223,0.015,0.105,0.251
1990,12,3.704,1.09,5.267,1.662,10.381,10.557,13.276,13.222,17.36,8.198,3.315,2.302,3.628,0.78,0.213,0.032,0.121
1991,1,-5.899,-1.461,-0.597,-3.477,3.793,-0.496,0.991,0.235,3.311,0.438,-2.745,0.954,3.049,0.445,0.345,0.199,0.433
1991,2,-11.405,-3.738,-5.348,-4.812,-3.563,-3.396,-0.686,-1.767,6.623,2.567,3.603,4.213,1.5,0.993,0.462,0.724,0.318
1991,3,0.08,0.949,0.739,1.261,6.004,5.339,4.869,10.694,12.246,4.158,3.357,8.124,6.053,2.78,1.263,0.875,0.252
1991,4,-1.593,-0.373,-1.209,-3.44,4.585,9.32,9.611,19.082,25.472,17.377,19.485,23.802,18.584,7.569,1.323,1.252,2.068
1991,5,0.944,1.402,3.411,2.554,15.603,21.778,22.051,32.298,43.141,25.107,25.259,19.498,24.847,11.825,1.623,1.496,2.77
1991,6,1.679,1.581,3.638,3.731,18.641,18.613,20.073,34.962,31.907,14.288,9.529,10.093,8.952,2.003,0.188,0.792,0.965
1991,7,0.324,0.272,1.748,4.748,11.55,17.659,17.077,17.103,14.444,9.874,1.066,4.129,1.896,0.276,0.131,0.374,0.641
1991,8,-0.024,0.069,0.436,0.422,2.428,3.169,2.616,6.374,6.078,3.216,1.964,2.432,2.009,0.408,0.021,0.364,0.716
1991,9,0.005,0.087,0.237,0.321,2.452,4.868,4.241,5.379,4.394,2.11,0.892,1.013,0.537,0.098,0.014,0.126,0.218
1991,10,0.449,0.741,1.151,1.469,3.874,3.861,4.478,5.462,4.17,1.369,1.683,1.085,0.752,0.093,0.018,0.078,0.182
1991,11,-2.851,-1.051,-0.773,-1.079,1.302,3.378,6.323,7.979,11.18,9.555,7.971,5.053,3.084,0.63,0.204,0.216,0.296
1991,12,-3.575,-1.04,-1.206,-0.762,0.882,-1.781,0.617,-1.146,1.533,-0.526,-3.615,-2.864,-0.289,-0.158,0.234,-0.197,-0.198
1992,1,-12.22,-5.314,-7.41,-6.033,-3.679,-5.628,-1.873,-2.633,1.345,-1.547,1.222,0.727,1.637,0.288,0.191,-0.204,0.07
1992,2,-3.473,-0.666,-1.782,-2.238,-2.066,-5.55,-4.271,-3.421,-2.57,-2.839,-0.51,-2.908,-0.12,-0.305,-0.045,0.104,0.211
1992,3,0.632,0.813,1.359,0.824,2.689,1.012,1.086,0.754,0.604,0.273,0.087,-0.096,0.488,0.145,0.143,0.16,0.491
1992,4,-0.29,-0.061,0.042,-0.391,-0.13,0.295,0.43,2.452,3.255,2.594,3.165,3.555,3.157,1.055,0.052,0.181,0.49
1992,5,0.077,0.042,0.342,0.409,2.465,4.718,5.492,10.978,10.61,7.774,3.869,2.82,1.734,0.528,0.077,0.13,0.253
1992,6,0.043,0.06,0.403,0.472,3.578,6.479,7.699,11.515,10.198,4.028,2.302,1.759,1.754,0.736,0.058,0.167,0.498
1992,7,0.075,0.201,0.528,1.179,2.761,3.913,4.585,6.015,5.536,3.065,1.229,0.784,0.913,0.258,0.013,0.058,0.127
