year,month,47N,46N,45N,44N,43N,42N,41N,40N,39N,38N,37N,36N,35N,34N,33N,32N,31N
2018,4,0.016,-0.175,-0.129,-0.134,-0.001,0.147,0.273,0.433,0.739,0.603,0.59,0.896,1.031,1.087,0.714,0.815,1.05
2018,5,0.336,0.289,0.45,0.41,0.754,1.26,1.068,1.53,1.72,1.136,0.867,1.263,1.148,1.121,0.761,0.738,1.127
2018,6,0.111,0.19,0.292,0.413,0.742,1.285,1.287,2.038,2.354,1.416,1.139,1.541,1.213,1.031,0.422,0.533,0.761
2018,7,0.431,0.572,0.623,0.695,1.173,1.495,1.396,1.558,1.269,0.559,0.691,0.849,0.782,0.597,0.236,0.306,0.403
2018,8,0.311,0.345,0.386,0.416,0.655,0.891,0.919,1.407,1.399,0.566,0.603,0.778,0.805,0.748,0.389,0.514,0.584
2018,9,0.145,0.297,0.253,0.321,0.333,1.034,0.954,1.484,1.373,0.809,0.926,1.085,1.083,0.797,0.393,0.536,0.642
2018,10,-0.028,0.021,0.032,0.094,0.323,0.497,0.6,0.559,0.695,0.637,0.606,0.744,0.73,0.329,0.134,0.242,0.246
2018,11,-0.228,-0.124,-0.2,-0.12,0.109,0.299,0.259,0.411,0.499,0.178,0.216,0.187,0.316,0.174,0.18,0.217,0.281
2018,12,-0.428,-0.402,-0.681,-0.515,-0.442,-0.263,-0.127,0.353,0.318,0.429,0.584,0.609,0.74,0.598,0.428,0.386,0.513
2019,1,-0.339,-0.336,-0.414,-0.461,-0.544,-0.541,-0.807,-0.348,-0.532,-0.253,-0.325,-0.061,0.047,0.052,0.133,0.188,0.249
2019,2,0.183,0.033,0.103,0.01,0.216,0.142,0.147,0.46,0.559,0.341,0.137,0.515,0.613,0.438,0.423,0.373,0.421
2019,3,-0.076,0.028,-0.009,-0.053,0.012,0.102,-0.017,0.247,0.306,0.266,0.292,0.469,0.587,0.503,0.422,0.481,0.706
2019,4,0.106,0.083,0.096,0.172,0.659,1.055,1.075,1.572,1.313,0.979,0.864,1.002,0.972,0.747,0.45,0.509,0.689
2019,5,0.368,0.368,0.393,0.435,0.682,1.021,0.655,0.725,0.854,0.629,0.472,0.845,0.795,0.912,0.661,0.6,0.859
2019,6,0.417,0.427,0.601,0.595,1.001,1.477,1.708,1.868,1.727,0.887,0.791,0.817,0.721,0.589,0.247,0.422,0.591
2019,7,0.158,0.22,0.271,0.451,0.713,1.117,1.153,1.803,1.781,1.06,1.034,1.27,1.047,0.934,0.443,0.579,0.714
2019,8,0.181,0.295,0.345,0.416,0.628,0.766,0.975,1.108,0.942,0.344,0.688,0.855,0.864,0.866,0.546,0.659,0.775
2019,9,0.092,0.187,0.065,0.224,0.424,0.727,0.748,1.175,1.371,0.714,0.715,0.988,0.914,0.722,0.366,0.404,0.616
2019,10,0.022,0.12,0.178,0.283,0.789,0.829,0.731,0.817,1.121,0.39,0.629,0.734,0.656,0.401,0.218,0.332,0.459
2019,11,0.103,0.267,0.311,0.418,0.453,0.356,0.442,0.651,0.677,0.435,0.513,0.519,0.451,0.244,0.163,0.158,0.221
2019,12,-0.325,-0.243,-0.422,-0.405,-0.493,-0.633,-0.756,-0.413,-0.224,-0.223,-0.276,0.014,0.133,0.091,0.177,0.225,0.329
2020,1,-0.489,-0.312,-1.055,-0.595,-0.773,-0.118,-0.316,0.102,0.34,0.237,0.441,0.785,0.875,0.554,0.249,0.287,0.328
2020,2,0.149,0.015,0.08,0.149,0.85,1.154,1.353,1.523,1.562,1.113,0.861,0.82,0.69,0.309,0.188,0.249,0.246
2020,3,0.083,0.065,0.112,0.16,0.277,0.441,0.422,0.655,0.658,0.274,0.188,0.199,0.279,0.254,0.3,0.261,0.449
2020,4,0.158,0.24,0.255,0.261,0.513,0.648,0.58,0.726,0.851,0.64,0.885,1.174,1.112,0.78,0.341,0.357,0.577
2020,5,0.094,0.104,0.021,0.059,0.214,0.455,0.377,0.859,1.028,0.567,0.698,0.997,0.846,0.913,0.545,0.655,0.929
2020,6,0.241,0.262,0.325,0.366,0.791,1.056,1.216,1.742,1.707,0.792,0.95,1.04,0.851,0.784,0.397,0.508,0.765
2020,7,0.418,0.443,0.618,0.438,1.217,1.679,1.364,1.877,1.087,0.574,0.773,0.85,0.793,0.909,0.459,0.696,0.893
2020,8,0.335,0.39,0.42,0.45,0.955,1.673,1.534,1.615,1.545,0.551,0.604,0.844,0.726,0.692,0.419,0.554,0.665
2020,9,-0.054,0.099,-0.048,0.03,0.093,0.226,-0.036,0.222,0.582,0.23,0.557,0.817,0.678,0.454,0.218,0.354,0.484
2020,10,0.081,0.196,0.196,0.388,0.898,1.295,1.318,1.443,1.176,0.386,0.439,0.379,0.332,0.249,0.152,0.265,0.492
2020,11,-0.045,-0.091,-0.34,-0.239,-0.101,-0.015,0.118,0.503,0.676,0.463,0.648,0.883,0.999,0.577,0.334,0.378,0.446
2020,12,-0.266,-0.105,-0.444,-0.232,-0.104,0.039,0.042,0.253,0.462,0.332,0.384,0.53,0.613,0.331,0.163,0.219,0.234
2021,1,-0.308,-0.231,-0.567,-0.284,-0.15,-0.343,-0.312,0.233,0.354,0.261,0.533,0.607,0.595,0.412,0.281,0.242,0.336
2021,2,0.149,0.12,-0.076,0.056,0.187,0.446,0.607,1.116,1.157,0.993,0.838,0.978,0.908,0.755,0.492,0.566,0.752
