#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2012,3,22,9,50,247,2.7,3.3,0.75,10.81,5.97,245,1013.5,11.6,12.3,11.4,99,99
2012,3,22,10,50,262,1.6,2,0.9,10,6.01,255,1012.7,12.2,12.3,12,99,99
2012,3,22,11,50,360,2,3.5,1.01,13.79,6.48,207,1012.7,10.7,12.3,10.5,99,99
2012,3,22,12,50,16,1.1,1.7,1.18,9.09,6.33,283,1012.7,10.2,12.3,10,99,99
2012,3,22,13,50,147,0.7,1.3,1.26,9.09,6.19,266,1012.9,10.3,12.3,10.1,99,99
2012,3,22,14,50,222,0.6,1.1,1.23,12.9,6.16,216,1013.3,10.5,12.3,10.3,99,99
2012,3,22,15,50,248,1.8,2.5,0.96,10.81,5.34,283,1013.7,10.6,12.4,10.4,99,99
2012,3,22,16,50,238,1.7,2.3,0.91,10,5.54,253,1013.9,10.5,12.5,10.3,99,99
2012,3,22,17,50,277,0.7,1.8,0.87,12.9,5.59,247,1014.4,10.8,12.6,10.6,99,99
2012,3,22,18,50,242,1.6,2.5,0.78,12.9,5.72,223,1014.1,11.6,12.8,11.4,99,99
2012,3,22,19,50,219,1.1,1.9,0.64,12.12,5.69,265,1014.1,11.8,12.9,11.6,99,99
2012,3,22,20,50,305,4.6,5.2,0.69,12.12,6.6,284,1013.7,11.1,13.3,10.9,99,99
2012,3,22,21,50,298,3,4.1,0.79,12.12,7.2,287,1013.2,11,12.7,10.8,99,99
2012,3,22,22,50,329,2.4,3.5,0.86,11.43,6.69,296,1012.8,11.3,12.6,11.1,99,99
2012,3,22,23,50,308,1.3,2.4,0.94,12.9,6.28,303,1012.4,11.5,12.6,11.2,99,99
2012,3,23,0,50,220,1.6,2.1,1,5.56,5.79,287,1012,11.9,12.9,11,99,99
2012,3,23,1,50,184,2.1,2.4,1.01,5.88,5.35,240,1012.1,11.8,13,11.4,99,99
2012,3,23,2,50,233,4.8,5.7,1.11,5.56,5.39,255,1012.3,13,13.3,12.5,99,99
2012,3,23,3,50,254,8.7 1,0.1,1.24,12.12,5.14,256,1012.9,12.2,13.1,11.8,99,99
2012,3,23,4,50,261,8.4 1,0.4,1.37,5.26,4.92,262,1013.6,11.4,13,11.2,99,99
2012,3,23,5,50,267,8.2,9.6,1.39,5.26,4.97,268,1014.2,11.2,12.8,11,99,99
2012,3,23,6,50,270,7.1,8.4,1.56,5.88,5.06,260,1014.6,11.7,12.6,11.2,99,99
2012,3,23,7,50,281,3.7,5,1.58,5.88,5.32,266,1015.1,11.9,12.5,11.1,99,99
2012,3,23,8,50,59,2.6,4.1,1.51,5.56,5.3,265,1015.3,12.1,12.6,11.2,99,99
2012,3,23,9,50,46,4.8,6.4,1.46,6.25,5.47,275,1015,12.3,12.5,11.3,99,99
2012,3,23,10,50,29,5.1,6.6,1.41,6.67,5.46,281,1014.9,12,12.5,10.9,99,99
2012,3,23,11,50,11,4.3,5,1.28,7.14,5.53,278,1015.2,12,12.5,11.1,99,99
2012,3,23,12,50,61,4.3,5,1.15,7.14,5.57,273,1015.2,12,12.5,11.3,99,99
2012,3,23,13,50,91,2.1,2.7,1.11,12.12,5.81,241,1016,12.2,12.4,11.1,99,99
2012,3,23,14,50,128,3.6,4.4,1.23,6.67,5.83,258,1016.7,11.9,12.4,10.8,99,99
2012,3,23,15,50,144,2.1,2.7,1.16,6.25,5.67,254,1017.4,11.8,12.5,10.4,99,99
2012,3,23,16,50,121,1.9,2.4,1.17,12.12,5.76,265,1017.5,12,12.5,10.3,99,99
2012,3,23,17,50,91,1.1,1.8,1.03,10.81,5.58,276,1017.6,12.5,12.6,10.3,99,99
2012,3,23,18,50,84,2.5,3.3,1.09,12.12,5.76,258,1017.2,12.4,13,10.4,99,99
2012,3,23,19,50,109,1.7,2.3,1.08,11.43,5.91,257,1017.5,12.5,13.2,10.8,99,99
2012,3,23,20,50,67,0.4,1,1.05,9.09,6.03,269,1017.1,13,13.5,10.7,99,99
2012,3,23,21,50,233,1.5,2.3,1.04,10,6.52,274,1016.6,13.2,13.4,10.9,99,99
2012,3,23,22,50,269,2.4,3.3,0.99,9.09,6.41,280,1016.3,13.2,14.9,11,99,99
2012,3,23,23,50,291,2.9,3.6,0.88,11.43,6.2,289,1015.7,13.1,14.2,11,99,99
2012,3,24,0,50,303,2.5,3.1,0.9,12.12,6.02,215,1015.4,13.2,14.2,11,99,99
2012,3,24,1,50,289,2.8,3.5,0.85,9.09,5.97,300,1015.2,12.9,13.7,11.3,99,99
2012,3,24,2,50,284,2.6,3.2,0.81,10,5.62,293,1015.3,12.7,13,11.7,99,99
2012,3,24,3,50,280,3.5,4.1,0.82,11.43,5.58,224,1015.8,12.6,12.9,11.4,99,99
2012,3,24,4,50,291,3.3,3.9,0.76,11.43,5.33,279,1015.9,12.5,12.8,11.3,99,99
2012,3,24,5,50,304,1.6,3.4,0.75,11.43,5.4,220,1015.9,12.6,13.1,11.6,99,99
2012,3,24,6,50,330,3.3,3.9,0.65,10.81,5.42,269,1015.9,12,13.4,10.7,99,99
2012,3,24,7,50,346,2.2,2.7,0.67,8.33,5.54,285,1015.7,11.9,13.3,10.4,99,99
2012,3,24,8,50,11,1.4,2,0.68,10.81,5.4,265,1015.5,11.9,13.2,10.1,99,99
2012,3,24,9,50,5,0.4,0.8,0.75,10.81,5.99,285,1015,11.9,13.1,10.1,99,99
2012,3,24,10,50,195,1.1,1.9,0.71,10.81,6.04,252,1014.7,12.1,13.1,10.1,99,99
2012,3,24,11,50,266,3,3.8,0.68,11.43,6.34,221,1014.7,12,13.2,9.7,99,99
2012,3,24,12,50,244,1.9,2.4,0.74,11.43,6.69,212,1014.9,11.9,13.2,9.5,99,99
2012,3,24,13,50,228,2,2.5,0.7,10,6.16,237,1015,12,12.9,9.4,99,99
2012,3,24,14,50,271,2.9,3.6,0.71,12.12,6.06,231,1015.3,11.8,13,9.7,99,99
2012,3,24,15,50,265,3.3,4,0.75,12.12,6.02,20,1015.4,11.6,13,9.5,99,99
2012,3,24,16,50,260,3.2,3.9,0.7,9.09,5.84,265,1015.6,11.7,13.1,9.7,99,99
2012,3,24,17,50,290,2.7,3.2,0.66,12.9,5.75,237,1015.7,11.7,13.2,9.6,99,99
2012,3,24,18,50,309,1.5,2.2,0.64,13.79,5.69,272,1015.3,11.7,13.5,9.4,99,99
2012,3,24,19,50,212,0.5,1.3,0.66,12.12,5.99,203,1015,12.5,14.2,9.7,99,99
2012,3,24,20,50,219,1.2,2.1,0.67,12.9,6.83,240,1014.6,12.3,15,9.2,99,99
2012,3,24,21,50,179,2.1,3,0.77,12.12,7.96,248,1014.1,12.4,15.2,8.8,99,99
2012,3,24,22,50,187,2.9,3.7,0.85,12.12,8.67,237,1013.6,12.4,15.3,8.6,99,99
2012,3,24,23,50,209,3.8,4.6,0.87,11.43,8.85,250,1013.3,12.4,14.5,8.7,99,99
2012,3,25,0,50,192,3.8,4.6,0.88,12.12,9.24,231,1013,12.5,14.1,8.7,99,99
2012,3,25,1,50,178,4.4,5.4,0.82,10.81,8.73,241,1012.9,12.7,14,9.1,99,99
2012,3,25,2,50,181,3.6,4.2,0.75,10.81,7.59,241,1013,12.4,13.8,8.8,99,99
2012,3,25,3,50,173,2.8,3.4,0.74,10,7.21,234,1013.3,12.5,13.7,9.4,99,99
2012,3,25,4,50,155,2.7,3.2,0.77,12.12,7.31,211,1013.5,12.6,13.5,9.5,99,99
2012,3,25,5,50,125,4.7,5.5,0.81,10,7.1,236,1013.2,12.7,13.5,9.7,99,99
2012,3,25,6,50,126,4.5,5.7,0.91,14.81,7.63,231,1013.3,12.9,13.5,10.3,99,99
2012,3,25,7,50,126,5.7,7.1,1.15,12.12,7.88,244,1012.8,12.8,13.4,10.3,99,99
2012,3,25,8,50,130,6.9,7.8,1.13,12.9,7.06,263,1012.8,12.9,13.4,10.6,99,99
2012,3,25,9,50,118,6.1,7.5,1.27,12.12,6.78,253,1012.3,12.9,13.6,10.7,99,99
2012,3,25,10,50,114,8.2,9.8,1.47,11.43,7.52,253,1011.1,12.8,13.6,11,99,99
2012,3,25,11,50,122,7.5,8.8,1.52,12.12,6.03,253,1010.9,12.5,13.7,10.9,99,99
2012,3,25,12,50,124,8.7 1,0.8,1.54,12.12,5.89,267,1010.3,12.6,13.5,11,99,99
2012,3,25,13,50,208,4.4,5.7,1.52,12.9,5.48,233,1011.1,10.7,13.3,10.4,99,99
2012,3,25,14,50,296,2.2,3.1,1.52,11.43,5.47,276,1011,10.9,13.4,10.6,99,99
2012,3,25,15,50,120,0.5,1.1,1.39,10.81,5.72,274,1011,10.8,13.3,10.5,99,99
2012,3,25,16,50,110,3.8,4.6,1.35,9.09,5.76,266,1010.5,11.1,13.4,10.9,99,99
2012,3,25,17,50,150,3.2,5.1,1.37,16,6.3,244,1010.8,11.5,13.6,11.3,99,99
2012,3,25,18,50,172,2.9,3.4,1.39,14.81,6.11,223,1010.5,11.7,13.6,11.5,99,99
2012,3,25,19,50,178,3.5,4.9,1.61,16,6.44,234,1010,12.2,13.5,12,99,99
2012,3,25,20,50,199,9.0 1,1.8,1.66,14.81,6.67,247,1009.8,11.4,13.5,10.4,99,99
2012,3,25,21,50,243 1,1.5 1,3.9,1.62,16,5.56,214,1009.6,10.3,13.3,8.8,99,99
2012,3,25,22,50,221,4.3,5.4,1.78,13.79,5.14,244,1009.4,10.8,13.2,7,99,99
2012,3,25,23,50,218,5.4,6.7,1.83,14.81,5.95,221,1009.8,11,13.1,6.8,99,99
2012,3,26,0,50,199,6.3,7.7,1.73,14.81,6.05,243,1010,11.8,13,7.7,99,99
2012,3,26,1,50,189,5.7,7,1.83,14.81,6.35,218,1010.6,12,13,9.1,99,99
2012,3,26,2,50,178,3,6.5,1.68,11.43,6.4,250,1010.9,11.6,12.9,7.3,99,99
2012,3,26,3,50,172,7,8.1,1.87,11.43,6.19,257,1010.8,12.7,13,9.5,99,99
2012,3,26,4,50,201,4,5.2,1.96,6.25,5.99,179,1011.8,11.3,13,9.4,99,99
2012,3,26,5,50,198,1.9,3.1,2,5.88,6.32,200,1012.5,11.6,13,9.7,99,99
2012,3,26,6,50,203,2.9,3.9,2.09,6.25,6.34,226,1013,11.3,13.1,10,99,99
2012,3,26,7,50,299,0.6,1.4,2.22,6.67,6.5,219,1013.7,11.4,13.1,10.5,99,99
2012,3,26,8,50,354,0.9,2.1,2.18,7.69,6.59,246,1014.7,11.4,13.2,10.4,99,99
2012,3,26,9,50,66,4.5,6.5,2.41,8.33,7.08,249,1015.3,11.7,13.2,10.3,99,99
2012,3,26,10,50,74,6,7.3,2.4,8.33,7.01,256,1015.5,11.3,13.3,10.3,99,99
2012,3,26,11,50,77,5.7,6.8,2.11,10,6.82,263,1015.7,11.3,13.3,10.5,99,99
2012,3,26,12,50,87,5,6.9,2.12,10,7.02,245,1016.5,11.3,13.2,10.3,99,99
2012,3,26,13,50,79,3.1,4.1,2.01,10,7.22,265,1017.6,11.1,13.2,9.9,99,99
2012,3,26,14,50,72,3.2,4.2,1.89,10,7.29,257,1018.2,11.3,13.1,9.7,99,99
2012,3,26,15,50,68,3.3,4.6,1.87,10,7.32,265,1018.9,11.6,13.1,10.1,99,99
2012,3,26,16,50,2,3.6,4.3,1.91,9.09,7.73,274,1019.7,11.5,13.1,9.5,99,99
2012,3,26,17,50,6,2.7,3.6,1.83,11.43,7.41,281,1020.4,11.6,13.2,9.4,99,99
2012,3,26,18,50,8,2.8,3.6,1.74,10,7.56,286,1020.4,11.8,13.3,9.6,99,99
2012,3,26,19,50,15,1.5,2.2,1.79,10.81,7.65,281,1020.5,12.1,13.6,10.1,99,99
2012,3,26,20,50,83,1.4,2.4,1.83,14.81,7.85,195,1020.1,12.6,14.1,10,99,99
2012,3,26,21,50,154,1.7,2.4,1.65,9.09,7.54,244,1019.9,13,14.5,9.1,99,99
2012,3,26,22,50,197,2.2,3,1.81,10,8.19,231,1019.5,13.2,14.7,9.2,99,99
2012,3,26,23,50,271,3.2,4.1,1.64,9.09,8.03,250,1019.3,13,14.5,9.7,99,99
2012,3,27,0,50,285,5,5.9,1.69,14.81,7.89,194,1019.1,12.9,14.2,9.3,99,99
2012,3,27,1,50,297,6,6.9,1.6,9.09,7.39,278,1018.6,12.7,13.8,9.2,99,99
2012,3,27,2,50,306,6.9,8.4,1.51,7.14,6.7,267,1018.5,12.5,13.5,9.6,99,99
2012,3,27,3,50,302,5.7,6.7,1.41,14.81,6.32,202,1018.8,12.5,13.4,10,99,99
2012,3,27,4,50,291,5.4,6.6,1.51,14.81,6.51,206,1019.2,12.6,13.5,9.5,99,99
2012,3,27,5,50,295,4.9,5.8,1.53,14.81,6.72,196,1018.9,12.5,13.2,9.5,99,99
2012,3,27,6,50,311,4.8,5.7,1.5,14.81,6.66,216,1018.7,12.3,13.1,9.5,99,99
2012,3,27,7,50,320,5.4,6.6,1.52,14.81,6.41,203,1018.6,12.3,13.2,9.3,99,99
2012,3,27,9,50,315,4.9,6,1.36,14.81,6.24,158,1018.5,12.2,13.2,8.4,99,99
2012,3,27,10,50,309,5.3,6.2,1.23,10,6.07,270,1018,12,13.2,9.2,99,99
2012,3,27,11,50,286,6.1,7,1.29,14.81,6.3,235,1017.8,12,13.1,8.8,99,99
2012,3,27,12,50,311,5.1,6.1,1.11,13.79,6.27,221,1018.2,12.1,13.1,8.4,99,99
2012,3,27,13,50,314,5.6,6.8,1.01,13.79,5.9,220,1018.6,12,13.1,8.6,99,99
2012,3,27,14,50,320,3.8,4.6,1.06,13.79,6.49,171,1019.1,11.8,13.2,8.9,99,99
2012,3,27,15,50,315,3.4,4.2,0.95,14.81,6.76,205,1019.3,12,13.2,8.9,99,99
2012,3,27,16,50,258,1.7,2.6,0.92,14.81,6.48,189,1019.4,12.2,13.3,7.4,99,99
2012,3,27,17,50,292,2,2.8,0.96,13.79,6.85,213,1019.6,12.4,13.4,7.7,99,99
2012,3,27,18,50,298,2.2,2.8,0.98,13.79,7.06,236,1019.6,12.3,13.5,8.7,99,99
2012,3,27,19,50,280,3.3,4,0.85,13.79,7.05,209,1019.5,12.6,13.7,8.4,99,99
2012,3,27,20,50,269,4.1,5,0.84,13.79,7.33,175,1019,12.7,13.8,8.4,99,99
2012,3,27,21,50,264,5.8,6.6,0.81,13.79,7.46,195,1018.7,12.8,13.8,8.7,99,99
2012,3,27,22,50,271,6,7,0.86,13.79,7.25,185,1018.3,13,13.8,9.2,99,99
2012,3,27,23,50,269,5.6,6.4,0.85,13.79,6.77,199,1017.9,13.1,13.8,9.2,99,99
2012,3,28,0,50,267,5.2,6,0.86,13.79,6.6,214,1017.6,13.1,13.7,9.4,99,99
2012,3,28,1,50,264,5.4,6.3,0.88,13.79,6.37,210,1017.5,13.1,13.6,10.4,99,99
2012,3,28,2,50,268,6,7,0.85,13.79,5.78,225,1017.6,13,13.5,10.7,99,99
2012,3,28,3,50,271,5.4,6.2,0.84,13.79,5.56,239,1017.7,13.1,13.5,10.9,99,99
2012,3,28,4,50,260,4.8,5.9,0.91,13.79,5.94,188,1018.2,13,13.4,11.1,99,99
2012,3,28,5,50,275,5.7,6.7,0.86,12.9,5.81,183,1018.5,13.1,13.5,11.4,99,99
2012,3,28,6,50,282,6.2,7.5,0.85,13.79,5.61,196,1018.8,13.1,13.4,11.5,99,99
2012,3,28,7,50,289,5.5,6.6,0.82,13.79,5.34,266,1018.7,13.1,13.3,11.6,99,99
2012,3,28,8,50,293,3.5,4.4,0.88,13.79,5.97,209,1018.4,13.1,13.2,11.5,99,99
2012,3,28,9,50,288,3.5,4.6,0.81,13.79,5.86,193,1018.2,13,13.2,11.6,99,99
2012,3,28,10,50,286,3.8,4.5,0.83,13.79,6.22,228,1017.8,12.9,13.1,11.8,99,99
2012,3,28,11,50,312,2.4,3.4,0.84,13.79,6.44,178,1017.7,12.9,13,12.1,99,99
2012,3,28,12,50,321,2,2.6,0.87,12.9,7.44,234,1018,12.7,13,12,99,99
2012,3,28,13,50,336,1.3,1.5,0.89,13.79,7.27,224,1018.4,12.4,13,11.7,99,99
2012,3,28,14,50,256,0.3,0.7,0.97,13.79,8.01,207,1018.9,12.7,13.1,11.2,99,99
2012,3,28,15,50,92,0.2,0.7,0.96,12.9,7.59,216,1019.4,13.3,13.2,11.4,99,99
2012,3,28,16,50,76,1,1.4,0.93,13.79,7.26,194,1019.7,13,13.5,11.2,99,99
2012,3,28,17,50,104,1.2,1.8,1.1,12.9,8.16,154,1019.7,13.1,13.9,11.3,99,99
2012,3,28,18,50,162,0.5,0.9,1.05,14.81,8.1,209,1019.4,13.7,14.7,11.7,99,99
2012,3,28,19,50,265,2.5,3.4,1.23,13.79,8.41,229,1019.2,13.9,15,12.4,99,99
2012,3,28,20,50,252,3.8,5.1,1.21,10.81,8.16,257,1018.7,13.7,14.4,12.6,99,99
2012,3,28,21,50,248,3.4,4.3,1.33,13.79,8.74,239,1018,13.8,14.4,13,99,99
2012,3,28,22,50,236,3.1,3.9,1.53,12.9,9.15,239,1017.3,13.9,14.3,13.4,99,99
2012,3,28,23,50,268,5,6.2,1.41,12.12,8.78,270,1016.8,13.5,14.1,13.2,99,99
2012,3,29,0,50,290,5.8,6.9,1.61,11.43,8.44,275,1016.9,12.9,13.8,12.7,99,99
2012,3,29,1,50,289,4.9,6.1,1.69,12.9,8.41,278,1017.2,12.9,13.5,12.7,99,99
2012,3,29,2,50,265,4.3,5.4,1.68,11.43,8.19,257,1017.1,12.9,13.3,12.7,99,99
2012,3,29,3,50,250,3.9,5.1,1.75,12.9,8.42,268,1017.8,12.7,13.3,12.5,99,99
2012,3,29,4,50,262,4.1,5,1.66,12.9,8.44,254,1018.1,12.2,13.3,12,99,99
2012,3,29,5,50,269,5.3,6.5,1.67,11.43,7.92,274,1018.1,12.1,13.3,11.9,99,99
2012,3,29,6,50,271,3.4,4.7,1.47,10.81,7.42,261,1017.6,11.8,13.4,11.6,99,99
2012,3,29,7,50,273,3.9,5.1,1.43,11.43,7.58,259,1017.6,11.5,13.4,11.3,99,99
2012,3,29,8,50,285,1.8,2.6,1.55,11.43,7.7,270,1017.3,11.8,13.4,11.6,99,99
2012,3,29,9,50,36,1.3,2.3,1.64,13.79,8.02,279,1017,11.7,13.5,11.5,99,99
2012,3,29,10,50,342,4.8,6.2,1.65,13.79,7.81,288,1016.5,12.7,13.4,12.5,99,99
2012,3,29,11,50,335,6.8,7.8,1.68,13.79,7.27,275,1016.5,12.4,13.4,12.2,99,99
2012,3,29,12,50,289,3.9,5.5,1.84,12.9,7.36,281,1016.8,12.5,13.4,12.2,99,99
2012,3,29,13,50,42,0.2,1,1.7,10.81,6.88,281,1017,12.2,13.3,12,99,99
2012,3,29,14,50,338,0.7,1.3,1.76,12.9,7.09,244,1017.8,12.5,13.3,12.2,99,99
2012,3,29,15,50,57,2.7,3.5,1.91,13.79,7.3,268,1018.2,12.3,13.4,12.1,99,99
2012,3,29,16,50,35,1.1,1.9,1.83,12.9,7.1,269,1018.2,12.5,13.4,12,99,99
2012,3,29,17,50,176,0.7,1.2,1.87,12.9,7.33,279,1018,12.8,13.6,11.1,99,99
2012,3,29,18,50,263,1.9,2.8,1.93,12.12,7.55,279,1017.7,12.9,13.9,11.3,99,99
2012,3,29,19,50,220,1,2.3,1.86,13.79,7.73,269,1017.3,13,14.2,11.5,99,99
2012,3,29,20,50,241,2.8,4.5,1.57,13.79,7.39,263,1016.6,13,14.4,11.5,99,99
2012,3,29,21,50,272,4.6,5.7,1.41,11.43,7.33,269,1016,12.8,14.3,11.6,99,99
2012,3,29,22,50,283,5.5,7.7,1.41,11.43,7.32,286,1015.8,13,14,11.8,99,99
2012,3,29,23,50,269,6,7.2,1.56,12.9,7.69,241,1015.4,13.1,14,11.9,99,99
2012,3,30,0,50,267,6.1,7.4,1.58,12.9,6.32,265,1015.4,13.2,13.9,11.9,99,99
2012,3,30,1,50,282,4.1,5,1.48,12.9,6.65,264,1015.7,13.4,13.8,12.6,99,99
2012,3,30,2,50,273,5.1,6.3,1.68,13.79,6.92,268,1015.8,13.5,13.8,12.2,99,99
2012,3,30,3,50,285,5.6,6.5,1.61,12.9,6.51,279,1016.1,13.2,13.7,12,99,99
2012,3,30,4,50,278,4.9,6,1.67,12.9,6.27,269,1016.4,13.2,13.6,12.2,99,99
2012,3,30,5,50,284,5.2,6.2,1.73,12.12,6.23,270,1016.4,13,13.6,12.1,99,99
2012,3,30,6,50,292,3.9,4.7,1.84,6.67,6.15,271,1016.3,13,13.5,12.2,99,99
2012,3,30,7,50,22,1.4,2.1,1.65,12.9,6.09,272,1015.9,12.9,13.5,12.2,99,99
2012,3,30,8,50,92,3.2,4.1,1.62,12.12,6,264,1015.6,13.1,13.4,12.2,99,99
2012,3,30,9,50,64,1.1,1.7,1.61,12.9,6.14,265,1015.3,13.1,13.4,11.8,99,99
2012,3,30,10,50,92,0.7,1.3,1.59,12.12,6.1,294,1014.7,12.8,13.3,11.8,99,99
2012,3,30,11,50,36,1,1.5,1.47,7.14,5.98,261,1014.5,12.5,13.3,11.9,99,99
2012,3,30,12,50,214,0.2,0.7,1.44,12.9,6.44,294,1014.5,12.7,13.3,11.9,99,99
2012,3,30,13,50,121,1.5,2.2,1.41,8.33,6.31,259,1014.8,12.6,13.3,11.7,99,99
2012,3,30,14,50,117,1,2.6,1.32,8.33,6.34,262,1015.5,12.9,13.4,11.3,99,99
2012,3,30,15,50,136,2.5,4.1,1.34,7.14,6.46,255,1015.9,12.9,13.4,11.5,99,99
2012,3,30,16,50,89,1.2,2.2,1.25,12.12,6.46,271,1016.2,12.9,13.5,11.3,99,99
2012,3,30,17,50,103,1.3,2.3,1.23,8.33,6.57,249,1016.7,13,13.6,11.5,99,99
2012,3,30,18,50,94,1.5,2.4,1.13,11.43,6.37,272,1016.5,13.2,13.6,11.5,99,99
2012,3,30,19,50,111,0.8,1.2,1.23,11.43,6.7,249,1016.2,13.4,13.8,11.4,99,99
2012,3,30,20,50,311,1.5,2,1.11,14.81,7.01,250,1016,13.4,14.1,11.4,99,99
2012,3,30,21,50,305,1.6,2.4,1.15,12.12,6.52,273,1015.3,13.4,14.3,11.6,99,99
2012,3,30,22,50,280,2.1,3.1,1.17,12.12,6.94,280,1014.9,13.2,14.3,11.7,99,99
2012,3,30,23,50,258,3.4,4.6,1.17,8.33,6.83,268,1014.6,12.9,14.1,11.6,99,99
2012,3,31,0,50,285,3.2,4.4,1.14,11.43,6.78,297,1014.7,12.5,13.9,11.3,99,99
2012,3,31,1,50,298,1.8,2.5,1.17,12.12,6.99,286,1014.2,12.8,13.9,11.5,99,99
2012,3,31,2,50,217,1.9,2.3,1.27,12.12,7.37,264,1014.3,12.7,13.9,12,99,99
2012,3,31,3,50,192,2.7,3.3,1.15,17.39,7.07,156,1014.9,12.7,13.8,12.1,99,99
2012,3,31,4,50,227,2.2,2.8,1.15,11.43,6.85,264,1015.2,13.3,13.7,12.9,99,99
2012,3,31,5,50,260,4.4,5.2,1.17,17.39,7.12,237,1015.4,13.1,13.6,12.8,99,99
2012,3,31,6,50,259,5.3,6.3,1.17,13.79,6.41,258,1015.4,12.1,13.5,11.9,99,99
2012,3,31,7,50,263,1.6,2.7,1.2,17.39,6.14,216,1015.5,12.1,13.4,11.9,99,99
2012,3,31,8,50,158,1.4,1.9,1.35,17.39,6.31,280,1015.2,12.2,13.5,11.9,99,99
2012,3,31,9,50,174,1.7,2.3,1.29,17.39,6.18,195,1015.2,12.3,13.5,11.9,99,99
2012,3,31,10,50,186,1.3,1.7,1.29,17.39,6.48,188,1014.8,12.2,13.5,11.9,99,99
2012,3,31,11,50,271,1.6,2.9,1.31,17.39,7.02,196,1015.1,12.3,13.5,11.9,99,99
2012,3,31,12,50,232,1.9,2.8,1.36,17.39,7.05,210,1015.4,12.2,13.5,11.8,99,99
2012,3,31,13,50,39,2.9,3.6,1.39,17.39,7.32,218,1015.5,12.5,13.5,12,99,99
2012,3,31,14,50,28,3.2,3.9,1.22,16,6.83,219,1016.1,12.2,13.5,11.9,99,99
2012,3,31,15,50,89,1.8,2.3,1.31,17.39,7.65,206,1016.3,12.2,13.5,12,99,99
2012,3,31,16,50,81,0.5,0.9,1.32,17.39,8.29,218,1016.9,12.3,13.5,12.1,99,99
2012,3,31,17,50,265,0.3,0.7,1.31,16,7.92,221,1017.6,13,13.7,12.3,99,99
2012,3,31,18,50,266,4.5,5.3,1.22,16,7.73,216,1017.8,12.5,14,11.9,99,99
2012,3,31,19,50,254,4.1,4.9,1.12,16,7.07,208,1017.6,12.7,13.9,11.8,99,99
2012,3,31,20,50,192,2.2,2.8,1.19,16,7.7,192,1016.4,12.8,14.1,11.6,99,99
2012,3,31,21,50,233,3.1,3.6,1.17,16,8.22,216,1016.6,13.2,14.4,11.9,99,99
2012,3,31,22,50,204,3.4,4,1.2,16,8.68,204,1016.2,13.5,14.6,12,99,99
2012,4,10,17,18,999 9,9.0 9,9,99,99,99,999,1009.5,9.6,999,999,99,99
2012,4,10,17,48,999 9,9.0 9,9,99,99,99,999,1010.3,8.9,999,999,99,99
2012,4,10,18,18,999 9,9.0 9,9,99,99,99,999,1010.3,8.6,999,999,99,99
2012,4,10,18,48,999 9,9.0 9,9,99,99,99,999,1010.2,9.6,999,999,99,99
2012,4,10,19,8,999 9,9.0 9,9,99,99,99,999,1009.9,10.7,999,999,99,99
2012,4,10,19,48,999 9,9.0 9,9,99,99,99,999,1010.5,11.6,999,999,99,99
2012,4,10,20,18,999 9,9.0 9,9,99,99,99,999,1010.3,12.6,999,999,99,99
2012,4,10,20,48,999 9,9.0 9,9,99,99,99,999,1009.6,13.6,999,999,99,99
2012,4,10,21,18,999 9,9.0 9,9,99,99,99,999,1008.9,14.2,999,999,99,99
2012,4,10,21,48,999 9,9.0 9,9,99,99,99,999,1009.5,14.8,999,999,99,99
2012,4,10,22,18,999 9,9.0 9,9,99,99,99,999,1009.6,15.5,999,999,99,99
2012,4,10,22,48,999 9,9.0 9,9,99,99,99,999,1008.8,15.6,999,999,99,99
2012,4,10,23,18,999 9,9.0 9,9,99,99,99,999,1009,14.8,999,999,99,99
2012,4,10,23,48,999 9,9.0 9,9,99,99,99,999,1008.6,13.6,999,999,99,99
2012,4,11,0,18,999 9,9.0 9,9,99,99,99,999,1009.5,13.3,999,999,99,99
2012,4,11,0,48,999 9,9.0 9,9,99,99,99,999,1008.8,13.7,999,999,99,99
2012,4,11,1,18,999 9,9.0 9,9,99,99,99,999,1009.8,14,999,999,99,99
2012,4,11,1,48,999 9,9.0 9,9,99,99,99,999,1009.6,13.3,999,999,99,99
2012,4,11,2,18,999 9,9.0 9,9,99,99,99,999,1010.4,13.3,999,999,99,99
2012,4,11,2,49,999 9,9.0 9,9,99,99,99,999,1010.3,10.6,999,999,99,99
2012,4,11,3,19,999 9,9.0 9,9,99,99,99,999,1011.2,8.9,999,999,99,99
2012,4,11,3,49,999 9,9.0 9,9,99,99,99,999,1011.5,8.9,999,999,99,99
2012,4,11,4,19,999 9,9.0 9,9,99,99,99,999,1011.6,9.2,999,999,99,99
2012,4,11,4,49,999 9,9.0 9,9,99,99,99,999,1011.6,9.7,999,999,99,99
2012,4,11,5,19,999 9,9.0 9,9,99,99,99,999,1012.4,9.8,999,999,99,99
2012,4,11,5,49,999 9,9.0 9,9,99,99,99,999,1012.4,9.2,999,999,99,99
2012,4,11,6,19,999 9,9.0 9,9,99,99,99,999,1011.9,10.6,999,999,99,99
2012,4,11,6,49,999 9,9.0 9,9,99,99,99,999,1010.8,10.4,999,999,99,99
